Gene	DI
NKX1-1	-0.36407767
C8orf33	-0.430107527
SLC18A3	-0.606796117
ZBTB10	-0.273972603
ISG20L2	-0.210843373
NCOA6	-0.102739726
CALN1	-0.430107527
ELF3	-0.210843373
PABPC1	0.038167939
ADCK5	0.448717949
RIN2	0.192307692
IMPDH2	-0.210843373
EHD1	-0.210843373
MAD2L1BP	-0.210843373
UPF3A	-0.512048193
ZNF337	-0.158730159
SRPR	-0.361445783
FAM19A5	0.038167939
IFFO1	-0.158730159
YIPF3	-0.616438356
KCNS1	0
PDE12	-0.512048193
ATF4	-0.662650602
RP1L1	0.038167939
HNRNPH3	0.34351145
NAA16	-0.698924731
ADRA2C	-0.357142857
LNX2	-0.158730159
PANK2	-0.273972603
TMEM19	-0.361445783
MAPK15	0.34351145
CRIPAK	0.377358491
DOLK	-0.273972603
IL1B	0
ARFGEF2	-0.158730159
CHAMP1	-0.445205479
LEFTY1	0.038167939
PSG3	-0.235849057
CHD6	0
TAPBPL	0
MAN1B1	-0.357142857
FAM83A	0.377358491
RELA	-0.616438356
TUBGCP3	-0.662650602
PRDM1	-0.813253012
PRRT2	0.188679245
PROZ	-0.967741935
SLC35E3	-0.445205479
KIFC2	-0.058139535
PHC3	-0.445205479
FAM46A	0
PRKAR1B	-0.787671233
SOX11	-0.348837209
ZNF768	-0.787671233
TRIM13	-0.616438356
NFATC2	-0.235849057
PHF20L1	-0.471698113
OPLAH	0.801526718
CXCR4	-0.555555556
TYMP	0
DGAT1	0.377358491
APOBR	-0.555555556
TRPC4AP	0.496183206
CHST12	0.185185185
TGFBR2	-0.662650602
RALGAPB	0.377358491
ZNF728	0.377358491
ZNF517	0.432098765
CEP250	-0.058139535
EXOC8	-0.555555556
ADAP1	-0.058139535
CCM2L	0.178571429
DOK6	-0.555555556
LILRB2	-0.70754717
KMT2E	-0.357142857
LAPTM4B	0.188679245
CLDN15	-0.616438356
LGALS9B	0.185185185
SLC39A4	-0.348837209
GDF15	-0.235849057
HLX	0.185185185
KRT6A	-0.471698113
LILRA6	-0.471698113
TBC1D4	-0.471698113
CLTC	-0.235849057
TMEM102	-0.235849057
XKR7	-0.348837209
HSPH1	-0.555555556
ANLN	-0.235849057
PABPC3	0.377358491
ADARB2	-0.555555556
BMP7	0.185185185
CSRNP1	-0.555555556
HSD17B1	0.185185185
SCARA5	0.188679245
SMC4	-0.616438356
PREX1	0.185185185
RNF6	-0.70754717
TINF2	-0.471698113
JAKMIP1	-0.235849057
ZNF716	-0.53030303
KDM4E	0.185185185
PTK2	0.566037736
SCRIB	0.432098765
NSMAF	-0.348837209
ZNF416	-0.943396226
REPIN1	-0.058139535
RSBN1L	0.188679245
EPN3	-0.348837209
CPXM1	-0.348837209
KRT6B	0.432098765
ZBTB18	0.188679245
KCNRG	-0.235849057
LILRB1	0.754716981
ZNF256	-0.930232558
POTEM	0.188679245
OPRL1	-0.151515152
DOCK9	-0.471698113
HSF1	0.754716981
IL20RA	0.377358491
MYOD1	0.185185185
PTCHD2	0.432098765
NIPBL	-0.943396226
MTX1	-0.70754717
CD226	-0.471698113
HNRNPAB	-0.151515152
MSL2	0.185185185
PCDH8	-0.326086957
NRG1	-0.348837209
XRN2	-0.348837209
ETS1	-0.471698113
STEAP4	-0.930232558
GOLPH3L	-0.95890411
GSDMC	0.178571429
RAD21L1	-0.930232558
DLGAP1	0.185185185
FZD10	0.679012346
ARHGAP39	0.535714286
ZNF594	-0.151515152
SRRM2	-0.471698113
ASIC2	-0.058139535
NTM	-0.70754717
DRD1	0.754716981
ALPP	0.432098765
ZNF549	-0.909090909
EFR3A	-0.151515152
PDS5B	-0.70754717
ZNF721	-0.348837209
LILRB5	0.432098765
TMCO1	-0.471698113
WBSCR17	-0.058139535
RFC3	-0.348837209
TMEM97	-0.348837209
VWA8	-0.70754717
ZNF646	0.432098765
ZCCHC14	-0.151515152
ZNF133	0.178571429
ATXN2L	-0.952380952
CRTC2	-0.753968254
MCF2L	-0.151515152
TRAPPC9	-0.151515152
ZNF205	-0.53030303
SLC2A3	-0.639534884
RIMS4	-0.348837209
ZNF473	0.178571429
SERPINA3	0.535714286
MLNR	-0.348837209
DCSTAMP	-0.326086957
EPN1	-0.151515152
APCDD1L	-0.151515152
CHST9	-0.53030303
RNF34	0.432098765
BAZ1B	0.432098765
SULT1C2	-0.930232558
ZNF628	-0.869565217
LMTK2	-0.348837209
NTSR1	0.566037736
HAP1	0.178571429
ZNF579	0.161290323
LBP	-0.639534884
PHF14	-0.348837209
NUP155	-0.70754717
OC90	0.535714286
ZNF778	0.566037736
COL4A1	-0.930232558
GPR179	0.535714286
ZIC2	-0.943396226
ATF7	-0.70754717
SLC52A3	-0.869565217
USP6	-0.53030303
CNTNAP2	-0.639534884
GALNT5	0.679012346
IRX2	-0.326086957
ZNF451	-0.70754717
RBM25	-0.151515152
ZNF543	-0.639534884
STARD3	-0.326086957
CLEC14A	0.754716981
ARHGEF5	-0.53030303
ABCA2	0.925925926
CHRNA6	0.432098765
FARP1	0.185185185
GIMAP5	0.566037736
POLB	-0.639534884
TBRG4	0.185185185
TOP2A	-0.53030303
CSNK2A1	-0.53030303
GRN	-0.326086957
NUDCD1	0.178571429
REEP1	-0.909090909
SLCO5A1	-0.930232558
CHST11	-0.53030303
OBP2B	0.679012346
LEMD3	-0.53030303
LZTS1	-0.151515152
VPS11	-0.348837209
ZNF17	0.178571429
RXFP2	0.432098765
SPATA31E1	0.892857143
DNASE1L2	0.161290323
ELMO3	0.432098765
JPH3	0.161290323
MYO1F	-0.943396226
PRSS1	-0.326086957
APC2	0.161290323
ARHGAP44	0.566037736
CSRP2BP	0.178571429
FOXK2	-0.952380952
KCNK9	0.892857143
ARCN1	-0.348837209
FAM71E2	-0.769230769
FNDC3B	0.185185185
IWS1	-0.909090909
USP5	0.178571429
WNT9A	0.432098765
ZFP1	0.178571429
GRIN2D	-0.909090909
INSR	-0.639534884
MYH6	0.432098765
COBL	0.178571429
XPO6	-0.53030303
GOLGB1	0.178571429
TIGD3	-0.930232558
ZNF528	0.161290323
ZNF154	-0.639534884
AMTN	0.161290323
ZDHHC7	-0.930232558
ZP3	-0.639534884
PHKG2	-0.326086957
ZNF224	-0.930232558
HARBI1	0.178571429
KRT28	-0.53030303
SIM2	-0.639534884
ESRRB	0.432098765
TCEB3B	0.178571429
FREM3	-0.326086957
MOSPD3	0.178571429
MSANTD2	-0.53030303
THBS3	0.178571429
HGFAC	0.178571429
POM121L2	-0.869565217
LRFN1	0.161290323
NEXN	-0.326086957
HNRNPM	-0.151515152
KRT13	-0.909090909
MAGOHB	0.535714286
ZMYM2	-0.151515152
ZNF816	-0.639534884
CCDC116	0.178571429
GLS	-0.869565217
STRC	0.892857143
TMPRSS3	0.925925926
TRIT1	0.535714286
SBNO2	-0.151515152
AMHR2	0.925925926
ELMO1	-0.53030303
PROKR1	0.178571429
SUCNR1	-0.151515152
VASN	0.161290323
ARPC1B	0.432098765
SPN	-0.326086957
ZNF541	-0.930232558
ADAP2	-0.639534884
KDM7A	-0.53030303
PSMD3	0.178571429
ADAR	-0.869565217
PIEZO1	0.178571429
HTR2A	-0.943396226
PLEKHH3	-0.53030303
TRIM14	-0.151515152
C5orf42	-0.53030303
CD300LD	-0.769230769
GLTSCR1L	-0.53030303
KRT7	0.954198473
MYO10	-0.639534884
NLK	0.178571429
RNF8	-0.53030303
SYNGR3	-0.326086957
ZNF235	-0.326086957
ASTE1	0.178571429
DSP	0.178571429
GAA	0.679012346
JUP	-0.326086957
KLHL11	-0.151515152
NBPF3	-0.326086957
RBM23	-0.151515152
ZC3H4	-0.151515152
ZMAT2	0.432098765
ASH1L	-0.930232558
CASR	-0.769230769
NBR1	-0.53030303
XKR4	-0.53030303
FAM205A	0.892857143
HIVEP1	-0.326086957
TRAF5	-0.53030303
ZSCAN25	-0.930232558
CRNN	0.178571429
NEK5	-0.151515152
AHRR	-0.869565217
CHTF18	0.535714286
GOLGA8M	0.432098765
MBD6	0.161290323
NPRL3	-0.151515152
PHC1	-0.639534884
PTPRA	-0.326086957
USP42	0.535714286
CARD9	-0.769230769
CYP4F3	0.535714286
GCNT3	-0.53030303
HTATIP2	0.679012346
KIF13B	0.432098765
NGDN	0.178571429
OR2T1	0.535714286
SYTL2	-0.151515152
UBR2	0.178571429
KPNA6	-0.326086957
DOK7	0.161290323
USH1G	-0.769230769
SLC4A8	0.892857143
ZSCAN29	-0.326086957
AKAP12	0.178571429
ERCC1	-0.326086957
MTF2	-0.53030303
MX2	-0.53030303
NCAPD2	0.892857143
ASTN2	-0.53030303
JARID2	-0.53030303
LMX1B	0.161290323
UBE3C	0.679012346
ATHL1	-0.769230769
NSD1	-0.326086957
TOR1AIP2	-0.53030303
CENPF	-0.930232558
MGAT5B	0.925925926
COL10A1	0.679012346
RNF31	-0.326086957
ADAMTS10	-0.326086957
BEST1	-0.909090909
CCIN	0.892857143
MDS2	0.161290323
ZC3H14	0.535714286
ZNF521	-0.909090909
NINL	0.806451613
ZNF560	0.161290323
GGNBP2	-0.930232558
NIM1K	-0.769230769
SYNRG	0.178571429
PRSS16	-0.909090909
GLYATL3	0.161290323
HRC	0.178571429
CDH2	-0.326086957
DTX4	-0.326086957
MRC2	0.161290323
DAB2IP	0.178571429
ELFN2	0.892857143
THAP9	0.535714286
AMFR	-0.326086957
KDM6B	-0.869565217
SETX	0.535714286
ADAMTSL4	-0.909090909
KIAA2018	0.535714286
RNF145	-0.53030303
CUL9	0.161290323
XPR1	0.178571429
CCDC142	-0.326086957
PTPRH	-0.869565217
EDEM3	-0.53030303
MLKL	0.178571429
RTL1	0.535714286
LRP12	0.161290323
LRRC36	-0.53030303
CUL5	-0.326086957
LRRC66	0.892857143
NLRP11	-0.869565217
SNED1	-0.909090909
ZNF300	-0.909090909
ANKRD30BL	-0.869565217
AP4B1	-0.326086957
CLPS	0.806451613
KRR1	0.178571429
MYCBPAP	-0.930232558
TM9SF3	0.178571429
PLIN3	-0.326086957
ZNF70	-0.326086957
COL6A1	0.161290323
FOXK1	-0.869565217
PRSS3	0.161290323
NBPF9	-0.326086957
CDRT1	0.161290323
ESRRG	0.535714286
MARK2	-0.326086957
NLRP13	0.161290323
ESYT1	0.535714286
PTGS2	-0.53030303
QRICH2	-0.326086957
ABCB9	0.535714286
BNC1	0.925925926
EPHA1	-0.909090909
ERN2	0.178571429
GPC1	0.161290323
GSTA1	-0.930232558
NLRP5	0.806451613
TRIM71	0.806451613
C9orf41	-0.53030303
CEACAM18	0.161290323
DNAJA3	0.178571429
FYB	-0.326086957
GABRB1	0.535714286
IFRD2	0.943396226
INTS1	0
MEX3D	0.161290323
MPO	-0.769230769
NXF1	-0.53030303
TCERG1L	-0.326086957
ZNF536	-0.869565217
ADRA2B	0.535714286
EXOC2	-0.909090909
GOLGA8K	0.178571429
ZFPM2	0.535714286
ZKSCAN8	-0.869565217
GP6	0.535714286
PDE4A	-0.909090909
SIPA1L2	-0.909090909
TCERG1	-0.326086957
ABCC11	0.535714286
BRAT1	0.161290323
CACNA1I	0.925925926
CCSAP	-0.326086957
FAM117A	-0.869565217
LRRC4C	-0.326086957
MAGEL2	0.535714286
PCDHB14	0.925925926
PDCD6IP	0.925925926
POSTN	-0.53030303
RGS12	0.892857143
TBX4	0.892857143
TRPV5	-0.769230769
UNC93A	0.178571429
ZDHHC2	0.679012346
B3GNT4	0.892857143
C17orf75	-0.930232558
FMN2	0.679012346
OSBPL7	0.161290323
PKD1L1	-0.326086957
SLC22A25	-0.326086957
SNAP25	-0.869565217
ZNF347	-0.326086957
ANAPC7	-0.53030303
ARHGAP12	0.178571429
ELMSAN1	0.535714286
FRMD4B	0.535714286
HOOK3	-0.326086957
NLRP2	0.161290323
PPP2R5A	-0.53030303
SPG20	0.178571429
SPOCK3	0.679012346
TMPRSS11A	0.161290323
TRIM17	0.178571429
BZRAP1	0.161290323
SPNS3	0.161290323
ZFP62	0.178571429
ZNF599	-0.869565217
SMC3	-0.326086957
AMDHD2	0.679012346
CD4	0.925925926
TAF5L	-0.869565217
DDB2	-0.930232558
HAPLN4	0.806451613
ASCC2	-0.869565217
LMX1A	0.161290323
44266	0.925925926
SPRY2	0.535714286
THBS1	-0.326086957
GPATCH8	-0.909090909
MPP3	-0.326086957
OGDH	0.178571429
RTN2	-0.326086957
SELV	0.892857143
ARNT	-0.53030303
C17orf104	-0.930232558
EPB41L2	-0.326086957
FAM166B	0.679012346
GALK1	-0.909090909
IRGC	0.806451613
LMBRD2	-0.930232558
MAML3	-0.869565217
MEOX2	-0.326086957
PNPLA5	0.535714286
SLAIN1	0.178571429
SP140	0.161290323
SUV420H2	0.806451613
USP2	-0.326086957
ACSF3	-0.326086957
ANKRD44	-0.53030303
ARID3A	-0.930232558
ASPM	-0.326086957
BRF2	0.535714286
CLCN2	0.161290323
FAM186A	0.535714286
FCRL3	0.161290323
KCTD3	-0.909090909
LARP7	0.535714286
LMNB2	0.892857143
LRIT2	0.892857143
MEFV	0.806451613
MEIS3	-0.326086957
MICU2	-0.909090909
MRPL39	-0.869565217
NRCAM	0.178571429
NUP205	-0.53030303
OR1E1	-0.769230769
OR51T1	0.806451613
ORC2	0.178571429
PDE6B	0.161290323
PHF3	-0.326086957
PI4KB	0.535714286
RBBP6	-0.326086957
SCFD1	0.178571429
SLC34A1	-0.869565217
TDRD6	-0.869565217
TRIM60	0.161290323
ZNF385A	-0.909090909
ZNF780B	-0.326086957
PTK7	0.892857143
TOMM70A	0.892857143
PAN2	0.892857143
WDR86	0.806451613
PLD5	0.161290323
DSCAM	-0.869565217
EOMES	-0.769230769
ZNF783	0.806451613
MROH2B	0.161290323
SNW1	-0.326086957
ARHGAP33	0.161290323
AKAP6	0.806451613
SORT1	0.535714286
LETM1	-0.769230769
RTN3	-0.326086957
DOK1	0.161290323
SETD1A	0.892857143
ZMYND15	-0.326086957
POU6F2	0.161290323
RABGGTA	0.925925926
TEX14	0.535714286
GLIS3	-0.326086957
FNDC1	0.892857143
GYPA	0.806451613
PRKCA	-0.326086957
LRRN2	-0.769230769
TMEM214	0.535714286
ANTXRL	0.161290323
HTT	-0.769230769
CTTNBP2	-0.326086957
FXYD1	0.806451613
GLB1L2	0.161290323
MPP6	0.892857143
SYCE1	-0.869565217
EEFSEC	0.806451613
KIF13A	0.161290323
PRLHR	0.806451613
SLC38A8	0.892857143
ABCC9	-0.326086957
CCDC150	-0.326086957
KIAA1033	0.535714286
SNX20	0.535714286
RIPK4	0.161290323
IREB2	0.161290323
LAMB3	0.535714286
RGS13	0.535714286
ZNF169	0.535714286
FRG1B	-0.769230769
NBEA	-0.326086957
ADAM11	0.535714286
ALDH5A1	0.535714286
FRS2	0.161290323
LRRC52	0.161290323
MAK	0.161290323
SLC1A3	0.892857143
AGGF1	0.161290323
ANKFN1	0.535714286
CAPRIN2	-0.326086957
ELAVL4	0.892857143
L3MBTL4	-0.769230769
C2CD5	-0.326086957
DLG5	-0.326086957
MYBBP1A	-0.869565217
CASP4	-0.769230769
RBMXL2	0.892857143
CAMK1G	0.535714286
SETD7	-0.326086957
SLC27A1	-0.769230769
ZNF264	0.161290323
EXD3	0.161290323
ITGB4	0.161290323
SETD2	0.892857143
STRIP2	-0.769230769
TFR2	0.161290323
UBE2O	-0.326086957
USP15	0.925925926
CBWD3	0.535714286
CMTM1	0.161290323
DSG1	0.535714286
FAM111B	0.161290323
PNISR	-0.769230769
QSOX1	0.161290323
SRGAP2	-0.326086957
WDR62	0.806451613
DYNC2H1	-0.326086957
BRIP1	-0.869565217
GDF3	0.806451613
HSPG2	0.161290323
CISD2	-0.869565217
SPAST	0.161290323
ZNF438	-0.326086957
COG5	-0.326086957
DCUN1D1	-0.326086957
PHF21A	0.161290323
CDH7	-0.326086957
CDYL2	-0.326086957
ESPNL	0.535714286
GP1BA	0.161290323
SETBP1	0.535714286
TGM5	0.892857143
ASB5	0.535714286
BCL11A	0.161290323
BMP1	0.161290323
CAMTA2	0.161290323
NLRP1	-0.326086957
NLRP9	0.806451613
ORC5	0.892857143
PCDHGA4	0.161290323
TNRC6B	0.161290323
UNC5C	-0.326086957
ZNF616	-0.326086957
ABCB6	0.161290323
ADCY10	-0.769230769
CDCA7L	-0.869565217
FAM179A	0.535714286
LARP4B	0.535714286
MFHAS1	0.535714286
PROL1	-0.869565217
SLC22A16	0.925925926
TAMM41	0.535714286
ZNF358	0.161290323
ZNF846	0.161290323
ZSCAN18	-0.769230769
ZFP28	0.161290323
B4GALT7	-0.869565217
ANHX	-0.326086957
FBXO31	0.161290323
FIP1L1	0.161290323
FBXO33	0.925925926
SLFN14	0.161290323
NID1	0.535714286
DCP1A	0.892857143
GINM1	-0.869565217
ABCB8	-0.769230769
ABCC10	-0.869565217
CDH19	-0.326086957
DIP2A	-0.869565217
JMY	-0.909090909
LRIT1	-0.769230769
LRWD1	-0.869565217
MYH11	0.161290323
NPLOC4	-0.869565217
NPTX1	0.892857143
NPY5R	0.161290323
PKD1	0.892857143
TF	0.161290323
KCNJ8	-0.769230769
PHLPP1	-0.869565217
PHLPP2	0.161290323
PIGO	0.925925926
RABGAP1L	-0.909090909
SCN4A	0.161290323
SIK2	0.161290323
SLU7	0.161290323
TRIM37	0.161290323
ALS2CR11	-0.326086957
IQGAP1	0.535714286
KDM2A	0.161290323
MEDAG	0.806451613
METTL3	0.535714286
SAMD3	-0.326086957
TIAM1	0.161290323
ULK2	0.161290323
WDR17	-0.326086957
ADCK2	-0.909090909
AKNA	-0.326086957
ALDH8A1	-0.769230769
ANKRD13A	0.892857143
C10orf12	-0.869565217
CES5A	-0.769230769
FEZF2	-0.769230769
FIBCD1	-0.326086957
RHOD	0.892857143
RPS6KA2	0.161290323
SEMA3A	-0.869565217
SUGP1	0.161290323
TAL1	0.892857143
TRMT2A	0.892857143
UNC45A	0.535714286
TPD52L3	0.806451613
XYLT2	0.161290323
RNF41	0.535714286
ZNF746	-0.326086957
ASUN	-0.909090909
CRIP3	-0.869565217
GP2	0.535714286
PITRM1	-0.326086957
SWT1	-0.326086957
ZBTB5	0.161290323
SLIT3	0.535714286
CAPSL	-0.769230769
NPR3	-0.869565217
POU4F1	-0.326086957
AP1M2	-0.769230769
CAMSAP3	0.806451613
DMRT2	0.892857143
FCGR2B	-0.769230769
MYO6	-0.869565217
GLI2	0.161290323
IQGAP3	0.535714286
PLEKHA6	0.161290323
SPIRE2	0.161290323
TUBA3D	0.806451613
ADAMTS1	0.161290323
ERN1	-0.326086957
IL10RA	0.892857143
OAS2	-0.769230769
SUV420H1	0.161290323
TNPO3	-0.326086957
ASIC3	0.892857143
DOCK6	0.161290323
GALNTL5	0
HGS	0.161290323
IL18RAP	0.161290323
PCNXL2	-0.869565217
PGAP2	0.535714286
PGR	0.161290323
PPME1	-0.326086957
TBATA	0
TNPO2	0.161290323
WNT16	-0.326086957
B3GAT1	0.806451613
CD1E	0.161290323
CPEB1	0.161290323
EPHA5	0.892857143
GDF7	0
GTF3C4	-0.869565217
HPR	-0.909090909
IL12RB1	-0.769230769
INPP5D	0.535714286
KIRREL2	-0.769230769
MASP2	0.535714286
NXPE3	0.535714286
PTPN13	0.535714286
RAB40C	0.535714286
ROR2	-0.769230769
SLC5A5	0.806451613
SLCO1C1	-0.909090909
TICRR	0.161290323
TLR1	0.161290323
VWA5A	0.892857143
VWDE	-0.869565217
XRCC6	-0.769230769
AFF4	-0.326086957
CHAT	0.161290323
FAM208B	0.535714286
GATAD2B	-0.326086957
GCK	-0.769230769
HIP1R	0.925925926
HOXD4	0.806451613
INTS3	0.161290323
LHX5	0
LSP1	-0.909090909
MED13	-0.326086957
MORC2	-0.326086957
NCAM2	0.161290323
NOVA2	-0.769230769
PDGFRB	-0.769230769
PLCG2	0.161290323
PSMG1	0.161290323
SCNN1G	-0.909090909
SEMA3C	-0.769230769
SLC19A1	-0.869565217
SPTBN5	0.806451613
TCOF1	-0.769230769
TLR5	0.161290323
TMEM156	0.535714286
TMEM235	0.892857143
TRIM35	0.161290323
TRPC7	-0.769230769
ZDHHC17	0.892857143
ZNF268	-0.326086957
ZNF493	-0.326086957
ZNF90	0.535714286
KCNV2	0.892857143
NT5C1B	-0.326086957
PNPLA8	-0.869565217
VEZT	0.892857143
PRDM15	0.535714286
FLRT1	0.535714286
NIPAL4	-0.769230769
RSPRY1	-0.326086957
TBX5	-0.326086957
TBC1D2	0.535714286
NBEAL1	0.535714286
SLC17A7	0.892857143
TCEB3	-0.769230769
TNK1	0.161290323
C17orf102	0.925925926
DDB1	0.535714286
DYRK3	-0.326086957
FSTL4	-0.769230769
GLG1	0.161290323
PVRL3	-0.326086957
SLC26A2	-0.909090909
USP19	-0.769230769
ZAP70	0.806451613
ZNF862	-0.769230769
APAF1	0.892857143
ATF7IP	0.892857143
CPNE6	0.161290323
IGSF8	-0.769230769
ITFG1	0.161290323
KCNH5	0.535714286
KCNJ9	-0.769230769
LRFN2	0.806451613
OR10H1	-0.869565217
TICAM1	0.535714286
USP6NL	0.161290323
VPS53	0.161290323
ZSCAN4	-0.326086957
ABCC12	0.925925926
ACACA	0.535714286
ATAD2B	0.806451613
CCNA2	0.535714286
CCSER1	-0.326086957
CMIP	0.535714286
CNTNAP4	0.161290323
COQ3	-0.326086957
CSAD	-0.769230769
CWF19L2	-0.326086957
ELAC2	0.892857143
FBXO41	0.892857143
FGFR4	-0.769230769
GALNT14	0.161290323
GRAMD1A	0.535714286
GRID2IP	0.161290323
ITGAL	-0.869565217
LRFN3	0.161290323
MGST2	-0.909090909
MKL2	0.161290323
MON1A	0.161290323
MYO1G	0.806451613
MYOM2	0.161290323
NPC1	0.535714286
NPHS1	0
PIWIL1	0.925925926
PURG	-0.869565217
RPRD2	-0.869565217
SYT16	-0.326086957
TUBA8	0.161290323
AMPD2	0.892857143
ARVCF	0.806451613
BICD1	-0.769230769
C17orf99	0.535714286
C9orf84	0.535714286
CCDC170	-0.869565217
CNNM2	-0.326086957
DMKN	0.161290323
DNAJB2	0.892857143
DNAJC16	-0.869565217
EFCAB13	-0.769230769
FMO4	0.161290323
GPR162	0.892857143
GRAMD4	-0.326086957
HMCN2	-0.909090909
KCNJ14	0.806451613
LPPR4	0.806451613
MAP7D1	-0.909090909
MN1	0.161290323
NME8	0.161290323
NR1D2	0.806451613
OPTN	0.161290323
OR10H2	0.806451613
OR5B3	0.161290323
PACS2	0.161290323
PCNXL3	0.161290323
PLA2G15	0.892857143
PLVAP	-0.869565217
PNMA1	0.161290323
PRKCZ	0.535714286
RAB3A	-0.869565217
RMND5B	-0.326086957
S1PR1	-0.869565217
SLC7A14	0.806451613
TESK1	0.161290323
VIPAS39	-0.326086957
WDR1	-0.326086957
ZDHHC8	0.535714286
SPATA18	0
HEPH	0.161290323
EPHA7	0
TYSND1	0.892857143
ZNF619	-0.769230769
PCDHGC4	0.806451613
ODF2L	0.806451613
MLC1	0.892857143
MAOA	0.161290323
PSMB11	0.806451613
ARHGEF37	0.806451613
LATS2	0.806451613
ENPP1	0.892857143
EEF2K	0
RSPO3	0.892857143
CCSER2	0.806451613
GDF2	-0.769230769
TP53BP1	0.161290323
EHBP1	0.806451613
ATP13A2	0.161290323
CD276	0.892857143
CNRIP1	0.806451613
CXXC11	-0.869565217
PAXBP1	0.161290323
SLK	0.892857143
TRIM44	-0.769230769
VANGL2	-0.769230769
CC2D1B	0.806451613
CYLC1	0.892857143
POTEC	-0.869565217
ATE1	0.161290323
HNRNPCL1	-0.869565217
BRPF1	0.892857143
SUCLG2	-0.769230769
HELB	0.161290323
ZNF461	-0.769230769
MR1	-0.769230769
CACHD1	0.892857143
AFF2	0.806451613
FBN1	0
NFKB1	0.806451613
BOC	0.806451613
FSHR	0.161290323
PDZRN4	0.806451613
CNTROB	0.806451613
PLIN1	0
WDTC1	-0.769230769
CCDC18	0.161290323
KCNU1	0.806451613
ACTN4	-0.769230769
HMGCS2	0.892857143
SLC39A12	0.161290323
USP47	0.161290323
CSPG4	0
DENND2A	-0.769230769
MYH3	0.806451613
TUBGCP6	0.161290323
ELF4	-0.769230769
RUFY4	0.806451613
WRN	0.161290323
PRR23B	-0.769230769
COL12A1	-0.769230769
KIF5C	0
MYBPC3	0
PPFIA4	0.806451613
PRDM5	0
RPRM	0.806451613
ZFYVE26	0.806451613
CSN1S1	0.161290323
KCNMB2	-0.869565217
MYO9B	0.161290323
SORCS3	0.892857143
RBM10	0.161290323
ALPK3	-0.769230769
FBLIM1	0.161290323
KCNK3	0.806451613
TSPYL2	-0.769230769
KIAA0408	0.806451613
OSBPL6	0.161290323
SLC16A1	0.806451613
TRO	-0.869565217
MCTP2	-0.769230769
TAS1R1	-0.869565217
TRPM3	0.806451613
DQX1	0.806451613
EPHA6	0.892857143
MAST2	0.806451613
SORBS1	0.806451613
ADD2	0
ARHGAP31	0.161290323
BASP1	0.806451613
GPHN	0.806451613
HIST1H2AC	0
TMEM187	0
CCNE1	0.892857143
PHF10	-0.869565217
CC2D2A	-0.769230769
COL17A1	0.161290323
SHANK3	0.892857143
SOGA2	-0.769230769
ADAM23	0
KIAA1432	0.892857143
ANTXR2	0.161290323
KCNA1	0.892857143
RAPGEF6	-0.769230769
RGS18	0.806451613
TMPRSS5	0.892857143
TNRC6A	0.892857143
APBB2	0.806451613
FAM47A	-0.869565217
FGD5	0.161290323
TMC5	0.806451613
ARAP2	0.161290323
CCDC125	0.806451613
CELSR3	0.892857143
COBLL1	0.806451613
EMX2	0
FAM160A2	-0.769230769
FOXD4L1	0.161290323
GRM1	0.161290323
KCNH7	0.806451613
LCE3E	0.806451613
MBD1	-0.769230769
PTPRD	0.161290323
USP44	-0.869565217
VBP1	0.161290323
ZEB2	0.161290323
ATP1A4	-0.769230769
AZI2	-0.769230769
MYSM1	0.161290323
SCAPER	0.161290323
VEPH1	0.161290323
VSTM4	-0.869565217
AXL	0.806451613
COL5A3	0.806451613
NGFR	0
PSME4	0.161290323
RGR	0.161290323
TVP23C	-0.869565217
IQGAP2	0.161290323
ZBTB49	0.806451613
AHDC1	0.161290323
AP3B1	-0.869565217
CACNA2D3	0.806451613
CCDC73	0.892857143
CEP152	0.892857143
FBLN7	-0.769230769
GHITM	0.161290323
NCKAP1L	0.161290323
PNMA5	0.806451613
PTPN21	0.806451613
SYNE3	0.806451613
TOP2B	0
ABL1	0.806451613
LDB1	0
MORF4L2	-0.769230769
MS4A4A	-0.769230769
NUP93	0
OMA1	-0.769230769
OR1N1	0
OR2M7	0.892857143
TNIK	0.161290323
TTC40	-0.769230769
ZC3H12B	0.806451613
ZYG11A	0.892857143
HNRNPA1	0.806451613
CHAF1A	0.892857143
SERINC5	0.161290323
TJP3	0
ADGB	-0.769230769
HIST1H2BD	0.161290323
VCX3B	-0.769230769
RSC1A1	0.806451613
AKAP3	0.161290323
GANC	0.806451613
ACSBG2	0.161290323
ADAMTSL3	0.806451613
ANKRD6	0.806451613
DUSP9	0.806451613
GHR	0.161290323
UBN1	0
ABCC2	-0.869565217
ANO8	-0.769230769
CLCN6	0.892857143
DENND4C	0.892857143
DHRS7	0.161290323
DIAPH1	0.892857143
DIO3	0.806451613
NHSL2	0.892857143
PIK3C2A	0.892857143
RGPD2	0.806451613
RPS6KL1	0.161290323
SLC13A1	0.161290323
SRGAP1	0.806451613
ZNF697	0.161290323
ACADM	0.806451613
BEND4	0.892857143
C10orf88	0.892857143
C5AR1	0.806451613
CCDC136	0.806451613
CD163	0.806451613
FRMD7	0.161290323
NLN	0.806451613
OSBPL8	0.892857143
PCDHGA10	0.161290323
PDE1C	0.806451613
PHRF1	0
SLC15A5	0.806451613
SOWAHA	0
TRIM32	0
VWF	-0.769230769
ZNF177	0
ACRV1	0
ANGPTL4	-0.869565217
C12orf55	0.161290323
C3	0.892857143
CERS3	0.161290323
